record_id	check	status	detail
claim.frontiers.uc_tofacitinib_mhc_stat1_context.2026-06-14	review_source_url_matches_current	PASS	https://pmc.ncbi.nlm.nih.gov/articles/PMC9152176/
claim.ms_ibd.treatment_transfer_caution_context.2026-06-14	record_present_in_source_domain_review	PASS	knowledge_external/records/ms_ibd_treatment_transfer_caution_context.json
claim.ms_ibd.treatment_transfer_caution_context.2026-06-14	review_domain_matches_current_source_url	PASS	current=nature.com reviewed=nature.com
claim.ms_ibd.treatment_transfer_caution_context.2026-06-14	review_source_url_matches_current	PASS	https://www.nature.com/articles/s41467-021-25768-0
claim.ms_society_uk.ppms_course_context.2026-06-13	record_present_in_source_domain_review	PASS	knowledge_external/records/ms_disease_course_ppms_context.json
claim.ms_society_uk.ppms_course_context.2026-06-13	review_domain_matches_current_source_url	PASS	current=mssociety.org.uk reviewed=mssociety.org.uk
claim.ms_society_uk.ppms_course_context.2026-06-13	review_source_url_matches_current	PASS	https://www.mssociety.org.uk/about-ms/types-of-ms
claim.national_ms_society.rrms_course_context.2026-06-13	record_present_in_source_domain_review	PASS	knowledge_external/records/ms_disease_course_rrms_context.json
claim.national_ms_society.rrms_course_context.2026-06-13	review_domain_matches_current_source_url	PASS	current=nationalmssociety.org reviewed=nationalmssociety.org
claim.national_ms_society.rrms_course_context.2026-06-13	review_source_url_matches_current	PASS	https://www.nationalmssociety.org/understanding-ms/what-is-ms/types-of-ms
claim.national_ms_society.spms_course_context.2026-06-13	record_present_in_source_domain_review	PASS	knowledge_external/records/ms_disease_course_spms_context.json
claim.national_ms_society.spms_course_context.2026-06-13	review_domain_matches_current_source_url	PASS	current=nationalmssociety.org reviewed=nationalmssociety.org
claim.national_ms_society.spms_course_context.2026-06-13	review_source_url_matches_current	PASS	https://www.nationalmssociety.org/understanding-ms/what-is-ms/types-of-ms/secondary-progressive-ms
claim.nature.ms_ibd_gpr25_context.2026-06-14	record_present_in_source_domain_review	PASS	knowledge_external/records/gpr25_ms_ibd_shared_genetics_context.json
claim.nature.ms_ibd_gpr25_context.2026-06-14	review_domain_matches_current_source_url	PASS	current=pmc.ncbi.nlm.nih.gov reviewed=pmc.ncbi.nlm.nih.gov
claim.nature.ms_ibd_gpr25_context.2026-06-14	review_source_url_matches_current	PASS	https://pmc.ncbi.nlm.nih.gov/articles/PMC8463615/
claim.nature.ms_uc_greater_genetic_correlation_context.2026-06-14	record_present_in_source_domain_review	PASS	knowledge_external/records/ms_uc_greater_genetic_correlation_context.json
claim.nature.ms_uc_greater_genetic_correlation_context.2026-06-14	review_domain_matches_current_source_url	PASS	current=nature.com reviewed=nature.com
claim.nature.ms_uc_greater_genetic_correlation_context.2026-06-14	review_source_url_matches_current	PASS	https://www.nature.com/articles/s41467-021-25768-0
claim.open_targets.direction_tractability_context.2026-06-14	record_present_in_source_domain_review	PASS	knowledge_external/records/method_target_direction_tractability_context.json
claim.open_targets.direction_tractability_context.2026-06-14	review_domain_matches_current_source_url	PASS	current=annualreviews.org reviewed=annualreviews.org
claim.open_targets.direction_tractability_context.2026-06-14	review_source_url_matches_current	PASS	https://www.annualreviews.org/content/journals/10.1146/annurev-biodatasci-102523-103838
claim.plos.ms_mhc_independent_effects_context.2026-06-14	record_present_in_source_domain_review	PASS	knowledge_external/records/mhc_ms_finemapping_independent_effects_context.json
claim.plos.ms_mhc_independent_effects_context.2026-06-14	review_domain_matches_current_source_url	PASS	current=pmc.ncbi.nlm.nih.gov reviewed=pmc.ncbi.nlm.nih.gov
claim.plos.ms_mhc_independent_effects_context.2026-06-14	review_source_url_matches_current	PASS	https://pmc.ncbi.nlm.nih.gov/articles/PMC3836799/
claim.probast_tripod.prediction_model_validation_context.2026-06-14	record_present_in_source_domain_review	PASS	knowledge_external/records/method_prediction_model_validation_context.json
claim.probast_tripod.prediction_model_validation_context.2026-06-14	review_domain_matches_current_source_url	PASS	current=pubmed.ncbi.nlm.nih.gov reviewed=pubmed.ncbi.nlm.nih.gov
claim.probast_tripod.prediction_model_validation_context.2026-06-14	review_source_url_matches_current	PASS	https://pubmed.ncbi.nlm.nih.gov/30596875/
claim.science.ebv_ms_longitudinal_risk_context.2026-06-14	record_present_in_source_domain_review	PASS	knowledge_external/records/ebv_ms_longitudinal_risk_context.json
claim.science.ebv_ms_longitudinal_risk_context.2026-06-14	review_domain_matches_current_source_url	PASS	current=pubmed.ncbi.nlm.nih.gov reviewed=pubmed.ncbi.nlm.nih.gov
claim.science.ebv_ms_longitudinal_risk_context.2026-06-14	review_source_url_matches_current	PASS	https://pubmed.ncbi.nlm.nih.gov/35025605/
resource.arrayexpress_biostudies.functional_genomics.2026-06-13	record_present_in_source_domain_review	PASS	knowledge_external/catalogs/resources/arrayexpress_biostudies_functional_genomics.json
resource.arrayexpress_biostudies.functional_genomics.2026-06-13	review_domain_matches_current_source_url	PASS	current=ebi.ac.uk reviewed=ebi.ac.uk
resource.arrayexpress_biostudies.functional_genomics.2026-06-13	review_source_url_matches_current	PASS	https://www.ebi.ac.uk/arrayexpress/
resource.biostudies.database.2026-06-13	record_present_in_source_domain_review	PASS	knowledge_external/catalogs/resources/biostudies_database.json
resource.biostudies.database.2026-06-13	review_domain_matches_current_source_url	PASS	current=ebi.ac.uk reviewed=ebi.ac.uk
resource.biostudies.database.2026-06-13	review_source_url_matches_current	PASS	https://www.ebi.ac.uk/about/teams/biostudies/
resource.clinicaltrials_gov.2026-06-13	record_present_in_source_domain_review	PASS	knowledge_external/catalogs/resources/clinicaltrials_gov.json
resource.clinicaltrials_gov.2026-06-13	review_domain_matches_current_source_url	PASS	current=clinicaltrials.gov reviewed=clinicaltrials.gov
resource.clinicaltrials_gov.2026-06-13	review_source_url_matches_current	PASS	https://clinicaltrials.gov/
resource.dailymed.drug_labels.2026-06-13	record_present_in_source_domain_review	PASS	knowledge_external/catalogs/resources/dailymed_drug_labels.json
resource.dailymed.drug_labels.2026-06-13	review_domain_matches_current_source_url	PASS	current=dailymed.nlm.nih.gov reviewed=dailymed.nlm.nih.gov
resource.dailymed.drug_labels.2026-06-13	review_source_url_matches_current	PASS	https://dailymed.nlm.nih.gov/
resource.disgenet.platform.2026-06-13	record_present_in_source_domain_review	PASS	knowledge_external/catalogs/resources/disgenet_platform.json
resource.disgenet.platform.2026-06-13	review_domain_matches_current_source_url	PASS	current=disgenet.com reviewed=disgenet.com
resource.disgenet.platform.2026-06-13	review_source_url_matches_current	PASS	https://disgenet.com/
resource.dryad.repository.2026-06-13	record_present_in_source_domain_review	PASS	knowledge_external/catalogs/resources/dryad_repository.json
resource.dryad.repository.2026-06-13	review_domain_matches_current_source_url	PASS	current=datadryad.org reviewed=datadryad.org
resource.dryad.repository.2026-06-13	review_source_url_matches_current	PASS	https://datadryad.org/
resource.ega.controlled_genomics.2026-06-13	record_present_in_source_domain_review	PASS	knowledge_external/catalogs/resources/ega_controlled_genomics.json
resource.ega.controlled_genomics.2026-06-13	review_domain_matches_current_source_url	PASS	current=ega-archive.org reviewed=ega-archive.org
resource.ega.controlled_genomics.2026-06-13	review_source_url_matches_current	PASS	https://ega-archive.org/
resource.ema.medicines_database.2026-06-13	record_present_in_source_domain_review	PASS	knowledge_external/catalogs/resources/ema_medicines_database.json
resource.ema.medicines_database.2026-06-13	review_domain_matches_current_source_url	PASS	current=ema.europa.eu reviewed=ema.europa.eu
resource.ema.medicines_database.2026-06-13	review_source_url_matches_current	PASS	https://www.ema.europa.eu/en/medicines
resource.ena.sequence_archive.2026-06-13	record_present_in_source_domain_review	PASS	knowledge_external/catalogs/resources/ena_sequence_archive.json
resource.ena.sequence_archive.2026-06-13	review_domain_matches_current_source_url	PASS	current=ebi.ac.uk reviewed=ebi.ac.uk
resource.ena.sequence_archive.2026-06-13	review_source_url_matches_current	PASS	https://www.ebi.ac.uk/ena/browser/
resource.europe_pmc.literature.2026-06-13	record_present_in_source_domain_review	PASS	knowledge_external/catalogs/resources/europe_pmc_literature.json
resource.europe_pmc.literature.2026-06-13	review_domain_matches_current_source_url	PASS	current=europepmc.org reviewed=europepmc.org
resource.europe_pmc.literature.2026-06-13	review_source_url_matches_current	PASS	https://europepmc.org/
resource.fda.fdalabel_drug_labeling.2026-06-13	record_present_in_source_domain_review	PASS	knowledge_external/catalogs/resources/fda_fdalabel_drug_labeling.json
resource.fda.fdalabel_drug_labeling.2026-06-13	review_domain_matches_current_source_url	PASS	current=fda.gov reviewed=fda.gov
resource.fda.fdalabel_drug_labeling.2026-06-13	review_source_url_matches_current	PASS	https://www.fda.gov/science-research/bioinformatics-tools/fdalabel-full-text-search-drug-product-labeling
resource.figshare.repository.2026-06-13	record_present_in_source_domain_review	PASS	knowledge_external/catalogs/resources/figshare_repository.json
resource.figshare.repository.2026-06-13	review_domain_matches_current_source_url	PASS	current=info.figshare.com reviewed=info.figshare.com
resource.figshare.repository.2026-06-13	review_source_url_matches_current	PASS	https://info.figshare.com/about/
resource.geo.functional_genomics.2026-06-13	record_present_in_source_domain_review	PASS	knowledge_external/catalogs/resources/geo_functional_genomics.json
resource.geo.functional_genomics.2026-06-13	review_domain_matches_current_source_url	PASS	current=ncbi.nlm.nih.gov reviewed=ncbi.nlm.nih.gov
resource.geo.functional_genomics.2026-06-13	review_source_url_matches_current	PASS	https://www.ncbi.nlm.nih.gov/geo/
resource.gwas_catalog.ms.2026-06-13	record_present_in_source_domain_review	PASS	knowledge_external/catalogs/resources/gwas_catalog_multiple_sclerosis.json
resource.gwas_catalog.ms.2026-06-13	review_domain_matches_current_source_url	PASS	current=ebi.ac.uk reviewed=ebi.ac.uk
resource.gwas_catalog.ms.2026-06-13	review_source_url_matches_current	PASS	https://www.ebi.ac.uk/gwas/
resource.imsgc.publications.2026-06-13	record_present_in_source_domain_review	PASS	knowledge_external/catalogs/resources/imsgc_publications.json
resource.imsgc.publications.2026-06-13	review_domain_matches_current_source_url	PASS	current=imsgc.net reviewed=imsgc.net
resource.imsgc.publications.2026-06-13	review_source_url_matches_current	PASS	https://imsgc.net/publications/
resource.ms_society_uk.types_of_ms.2026-06-13	record_present_in_source_domain_review	PASS	knowledge_external/catalogs/resources/ms_society_uk_types_of_ms.json
resource.ms_society_uk.types_of_ms.2026-06-13	review_domain_matches_current_source_url	PASS	current=mssociety.org.uk reviewed=mssociety.org.uk
resource.ms_society_uk.types_of_ms.2026-06-13	review_source_url_matches_current	PASS	https://www.mssociety.org.uk/about-ms/types-of-ms
resource.msbase.registry.2026-06-13	record_present_in_source_domain_review	PASS	knowledge_external/catalogs/resources/msbase_registry.json
resource.msbase.registry.2026-06-13	review_domain_matches_current_source_url	PASS	current=msbase.org reviewed=msbase.org
resource.msbase.registry.2026-06-13	review_source_url_matches_current	PASS	https://www.msbase.org/
resource.msda.catalogue.2026-06-13	record_present_in_source_domain_review	PASS	knowledge_external/catalogs/resources/msda_catalogue.json
resource.msda.catalogue.2026-06-13	review_domain_matches_current_source_url	PASS	current=msda.emif-catalogue.eu reviewed=msda.emif-catalogue.eu
resource.msda.catalogue.2026-06-13	review_source_url_matches_current	PASS	https://msda.emif-catalogue.eu/
resource.msgd.database_commons.2026-06-13	record_present_in_source_domain_review	PASS	knowledge_external/catalogs/resources/msgd_database_commons.json
resource.msgd.database_commons.2026-06-13	review_domain_matches_current_source_url	PASS	current=ngdc.cncb.ac.cn reviewed=ngdc.cncb.ac.cn
resource.msgd.database_commons.2026-06-13	review_source_url_matches_current	PASS	https://ngdc.cncb.ac.cn/databasecommons/database/id/9285
resource.msif.atlas_of_ms.2026-06-13	record_present_in_source_domain_review	PASS	knowledge_external/catalogs/resources/msif_atlas_of_ms.json
resource.msif.atlas_of_ms.2026-06-13	review_domain_matches_current_source_url	PASS	current=atlasofms.org reviewed=atlasofms.org
resource.msif.atlas_of_ms.2026-06-13	review_source_url_matches_current	PASS	https://atlasofms.org/
resource.narcoms.registry.2026-06-13	record_present_in_source_domain_review	PASS	knowledge_external/catalogs/resources/narcoms_registry.json
resource.narcoms.registry.2026-06-13	review_domain_matches_current_source_url	PASS	current=narcoms.org reviewed=narcoms.org
resource.narcoms.registry.2026-06-13	review_source_url_matches_current	PASS	https://www.narcoms.org/
resource.national_ms_society.dmt_reference.2026-06-13	record_present_in_source_domain_review	PASS	knowledge_external/catalogs/resources/national_ms_society_dmt_reference.json
resource.national_ms_society.dmt_reference.2026-06-13	review_domain_matches_current_source_url	PASS	current=nationalmssociety.org reviewed=nationalmssociety.org
resource.national_ms_society.dmt_reference.2026-06-13	review_source_url_matches_current	PASS	https://www.nationalmssociety.org/for-professionals/for-healthcare-professionals/managing-and-treating-ms/disease-modification
resource.national_ms_society.types_of_ms.2026-06-13	record_present_in_source_domain_review	PASS	knowledge_external/catalogs/resources/national_ms_society_types.json
resource.national_ms_society.types_of_ms.2026-06-13	review_domain_matches_current_source_url	PASS	current=nationalmssociety.org reviewed=nationalmssociety.org
resource.national_ms_society.types_of_ms.2026-06-13	review_source_url_matches_current	PASS	https://www.nationalmssociety.org/understanding-ms/what-is-ms/types-of-ms
resource.nhs_england.ms_dmt_algorithm.2026-06-13	record_present_in_source_domain_review	PASS	knowledge_external/catalogs/resources/nhs_england_ms_dmt_algorithm.json
resource.nhs_england.ms_dmt_algorithm.2026-06-13	review_domain_matches_current_source_url	PASS	current=england.nhs.uk reviewed=england.nhs.uk
resource.nhs_england.ms_dmt_algorithm.2026-06-13	review_source_url_matches_current	PASS	https://www.england.nhs.uk/wp-content/uploads/2024/03/treatment-algorithm-for-multiple-sclerosis-disease-modifying-therapies-july-23.pdf
resource.nice.ng220_ms_management.2026-06-13	record_present_in_source_domain_review	PASS	knowledge_external/catalogs/resources/nice_ng220_ms_management.json
resource.nice.ng220_ms_management.2026-06-13	review_domain_matches_current_source_url	PASS	current=nice.org.uk reviewed=nice.org.uk
resource.nice.ng220_ms_management.2026-06-13	review_source_url_matches_current	PASS	https://www.nice.org.uk/guidance/ng220
resource.ninds.ms_common_data_elements.2026-06-13	record_present_in_source_domain_review	PASS	knowledge_external/catalogs/resources/ninds_ms_common_data_elements.json
resource.ninds.ms_common_data_elements.2026-06-13	review_domain_matches_current_source_url	PASS	current=commondataelements.ninds.nih.gov reviewed=commondataelements.ninds.nih.gov
resource.ninds.ms_common_data_elements.2026-06-13	review_source_url_matches_current	PASS	https://www.commondataelements.ninds.nih.gov/Multiple%20Sclerosis
resource.open_targets.platform.2026-06-13	record_present_in_source_domain_review	PASS	knowledge_external/catalogs/resources/open_targets_platform.json
resource.open_targets.platform.2026-06-13	review_domain_matches_current_source_url	PASS	current=platform-docs.opentargets.org reviewed=platform-docs.opentargets.org
resource.open_targets.platform.2026-06-13	review_source_url_matches_current	PASS	https://platform-docs.opentargets.org/
resource.osf.repository.2026-06-13	record_present_in_source_domain_review	PASS	knowledge_external/catalogs/resources/osf_repository.json
resource.osf.repository.2026-06-13	review_domain_matches_current_source_url	PASS	current=cos.io reviewed=cos.io
resource.osf.repository.2026-06-13	review_source_url_matches_current	PASS	https://www.cos.io/products/osf
resource.pubmed.literature.2026-06-13	record_present_in_source_domain_review	PASS	knowledge_external/catalogs/resources/pubmed_literature.json
resource.pubmed.literature.2026-06-13	review_domain_matches_current_source_url	PASS	current=pubmed.ncbi.nlm.nih.gov reviewed=pubmed.ncbi.nlm.nih.gov
resource.pubmed.literature.2026-06-13	review_source_url_matches_current	PASS	https://pubmed.ncbi.nlm.nih.gov/
resource.sra.sequence_read_archive.2026-06-13	record_present_in_source_domain_review	PASS	knowledge_external/catalogs/resources/sra_sequence_read_archive.json
resource.sra.sequence_read_archive.2026-06-13	review_domain_matches_current_source_url	PASS	current=ncbi.nlm.nih.gov reviewed=ncbi.nlm.nih.gov
resource.sra.sequence_read_archive.2026-06-13	review_source_url_matches_current	PASS	https://www.ncbi.nlm.nih.gov/sra
resource.zenodo.repository.2026-06-13	record_present_in_source_domain_review	PASS	knowledge_external/catalogs/resources/zenodo_repository.json
resource.zenodo.repository.2026-06-13	review_domain_matches_current_source_url	PASS	current=about.zenodo.org reviewed=about.zenodo.org
resource.zenodo.repository.2026-06-13	review_source_url_matches_current	PASS	https://about.zenodo.org/
